Ord,title,url,research
0,Mini-polymath 3: 2011 IMO question,http://terrytao.wordpress.com/2011/06/09/mini-polymath-3-2011-imo-question/,False
1,Mini-polymath3 discussion thread,http://terrytao.wordpress.com/2011/07/19/mini-polymath3-discussion-thread,False
2,Minipolymath3 project: 2011 IMO,http://polymathprojects.org/2011/07/19/minipolymath3-project-2011-imo/,True
